longitude,latitude,domains
-34.944991,-8.175808,out
-44.419566,-22.477181,AF
-35.824225,-9.408531,AF
-37.5,-11.3,AF
-47,-23.269783,AF
-39.254167,-17.215014,AF
-44.110833,-19.98,AF
-45.247141,-23.547916,AF
-43.470181,-22.784918,AF
-35.996433,-9.850758,AF
-36.950873,-10.58368,AF
-43.44164,-20.412972,AF
-45.602016,-22.752333,AF
-35.71633,-8.490026,out
-37.734722,-11.771389,out
-39.569889,-13.742278,AF
-34.873729,-7.93136,out
-39.138,-14.518,AF
-36.313333,-9.623056,AF
-39.703334,-18.42089,AF
-38.985179,-14.291026,AF
-35.017432,-7.945131,AF
-34.998,-7.848583,AF
-40.3378,-20.3194,AF
-39.181667,-17.101111,AF
-47.169767,-22.922308,AF
-39.01555,-14.23,AF
-45.850355,-21.420565,AF
-41.082534,-16.410362,AF
-39.0617,-14.4231,AF
-43.6536102295,-18.6397190094,out
-35.23,-6.08,out
-45.88,-23.1703,AF
-55.320619,-23.118472,AF
-43.2485756,-19.9480039,AF
-47.397904,-22.084451,AF
-44.716135,-21.297508,AF
-42.608521,-22.588381,AF
-35.082511,-6.967619,out
-41.858333,-21.936944,AF
-35.786727,-9.240635,AF
-36.240629,-9.423,AF
-36.351564,-9.220394,out
-39.333333,-14.133333,AF
-40.320206,-19.808468,AF
-39.193063,-14.706123,AF
-39.181026,-16.368949,AF
-40.228617,-19.027089,AF
-39.058982,-14.605634,AF
-38.468992,-12.422998,AF
-39.754444,-17.735278,AF
-39.624694,-13.931667,AF
-36.302306,-9.3375,out
-39.066667,-15.283333,AF
-39.975238,-13.504396,AF
-39.243637,-15.151378,AF
-42.056723,-22.426752,AF
-35.154246,-8.563351,AF
-36.106472,-9.027,out
-40.460436,-20.374888,AF
-35.545237,-8.230664,out
-39.689091,-13.518442,AF
-38.461105,-12.892902,AF
-39.415,-16.867222,AF
-40.57472,-15.26444,AF
-35.178495,-8.059292,AF
-35.247801,-7.412178,out
-39.147222,-16.606389,AF
-48.182916,-18.65077,AF
-43.028557,-22.578562,AF
-42.083333,-22.2,AF
-39.1387939,-16.4206361,AF
-44.870703,-21.963635,AF
-47.484992,-23.39414,AF
-39.062938,-14.852912,AF
-43.045,-18.134722,AF
-43.395556,-19.836667,AF
-44.009913,-20.033023,AF
-47.495325,-23.26965,AF
-53.654819,-22.917324,AF
-37.3430555556,-10.7538888889,out
-37.051389,-10.519472,out
-38.316667,-12.683333,AF
-37.301767,-11.215237,AF
-44.087933,-21.057856,AF
-43.916844,-19.893565,AF
-45.478333,-21.116111,out
-44.683972,-23.281867,AF
-40.596389,-20.054167,AF
-40.683611,-19.931111,AF
-42.21,-22.32,AF
-40.925804,-20.176442,AF
-47.092482,-23.714883,AF
-44.36088,-22.78053,AF
-43.0406,-22.6531,AF
-48.957748,-26.211797,AF
-39.602222,-13.03,AF
-40.525,-20.267778,AF
-49.31727,-24.705662,AF
-48.598465,-27.365584,AF
-48.506147,-24.753438,AF
-39.5653,-15.3917,AF
-48.7786111,-26.8225,AF
-49.421389,-28.136944,AF
-43.864207,-22.691518,AF
-51.254608,-23.445185,AF
-41.085833,-20.381111,AF
-48.96,-27.4497222,AF
-39.3342,-15.4294,AF
-43.805046,-21.909575,AF
-46.381111,-21.952778,AF
-49.499973,-28.009949,AF
-52.264237,-27.635478,AF
-49.316667,-28.683333,AF
-49.001298,-27.688085,AF
-49.240056,-25.18425,AF
-51.748917,-24.780389,AF
-48.2977,-25.1752,AF
-53.444247,-24.958601,AF
-48.546296,-25.82127,AF
-48.69,-26.46,AF
-48.9619444,-26.28,AF
-50.1325,-27.275,AF
-50.302056,-26.217659,AF
-49.508429,-25.441828,AF
-44.286071,-23.177469,AF
-42.015,-21.961944,AF
-50.2336111,-27.3611111,AF
-49.59,-27.81,AF
-51.201667,-25.303056,AF
-50.05,-25.35,AF
-49.238125,-25.913527,AF
-49.979662,-29.399172,AF
-48.6163889,-26.8019444,AF
-51.278964,-23.300131,AF
-50.0380555,-27.0922222,AF
-49.5005556,-27.6302778,AF
-48.78,-28.26,AF
-49.5002778,-26.9102778,AF
-51.4767,-25.6686,AF
-44.301639,-20.128026,AF
-47.624078,-24.309491,AF
-46.719933,-21.945538,AF
-48.679141,-26.252549,out
-51.156767,-29.264193,out
-48.809444,-26.442417,AF
-45.44808,-22.80463,AF
-48.579182,-25.553525,AF
-46.386111,-22.888889,AF
-46.564722,-21.838889,AF
-44.6525,-22.245,AF
-50.870995,-29.379838,AF
-48.8456,-26.3044,AF
-51.215278,-28.148889,AF
-49.2147222,-26.2947222,AF
-49.0719445,-26.9213889,AF
-52.750583,-23.921861,AF
-52.431944,-24.005833,AF
-51.194884,-23.909364,AF
-48.7802778,-26.9997222,AF
-48.69,-27.45,AF
-51.4825,-26.8180556,AF
-45.739187,-22.688701,AF
-50.895,-27.9902777,AF
-49.5886111,-28.7080556,AF
-50.67,-28.2602778,AF
-51.0338889,-27.8519444,AF
-50.13,-27.5408333,AF
-46.264506,-21.411554,AF
-51.338611,-29.276126,AF
-50.681022,-25.241012,AF
-49.95251,-29.159487,AF
-52.895625,-27.524146,out
-48.326694,-25.294518,AF
-43.71107,-20.55535,AF
-43.902718,-21.713469,AF
-41.829139,-20.481247,AF
-43.420983,-18.912313,AF
-43.37722,-20.384715,AF
-43.855278,-20.741667,AF
-48.504667,-27.778979,AF
-46.896558,-24.246741,AF
-50.2202778,-26.91,AF
-49.3936111,-27.1802778,AF
-49.03268,-26.192699,AF
-48.303838,-25.558677,AF
-48.78,-27.99,AF
-43.315089,-18.456893,AF
-44.999444,-21.245278,AF
-43.429604,-19.063374,AF
-46.986549,-22.825058,AF
-51.167007,-23.171261,AF
-49.3597222,-26.9286111,AF
-51.45555,-23.424138,AF
-53.346329,-23.228096,AF
-52.859444,-22.618333,AF
-54.425,-25.625,AF
-51.967563,-23.435587,AF
-44.128656,-22.736562,AF
-53.633,-24.667,AF
-50.996347,-23.600786,AF
-50.566585,-23.161861,AF
-45.431056,-22.960203,AF
-50.972589,-23.304912,AF
-46.967118,-22.896589,AF
-49.2766667,-26.3630556,AF
-53.401,-25.3003,AF
-50.969155,-23.529978,AF
-54.277384,-22.484054,AF
-47.0608,-22.9056,AF
-46.781467,-23.739563,AF
-48.015183,-25.089404,AF
-47.926389,-24.183611,AF
-49.2683334,-27.0475,AF
-49.269542,-24.826202,AF
-40.319806,-20.157849,AF
-45.553056,-23.759722,AF
-48.52,-25.7,AF
-48.3186,-25.4689,AF
-47.649444,-24.708889,AF
-42.511621,-22.400861,AF
-41.148609,-20.299204,AF
-48.649713,-24.550199,AF
-39.021944,-13.172778,AF
-48.705023,-27.969487,AF
-49.1369444,-27.3605556,AF
-43.4153,-19.9594,AF
-44.903174,-21.158212,AF
-39.047382,-13.558721,AF
-49.3205556,-27.1802778,AF
-43.589333,-18.674111,out
-39.833333,-16.5,AF
-40.545564,-19.888659,AF
-43.133333,-18.1,AF
-43.5081,-20.2878,AF
-43.296111,-22.4875,AF
-45.623889,-23.703333,AF
-48.407778,-24.634722,AF
-43.626944,-20.522222,AF
-40.054444,-16.406389,AF
-48.426232,-25.17565,AF
-44.00748,-21.156491,AF
-43.023611,-22.757222,AF
-44.3180999755859,-23.0067005157471,AF
-48.820226,-25.573873,AF
-47.993333,-24.538889,AF
-48.004281,-24.062487,AF
-48.554339,-25.017944,AF
-49.158989,-26.735425,AF
-45.438721,-23.600818,AF
-46.774722,-23.454167,AF
-49.635556,-28.084722,AF
-49.728889,-25.526389,out
-50.923063,-27.018449,AF
-50.835895,-24.650194,AF
-49.519722,-28.077778,AF
-50.634914,-29.0975,AF
-49.710571,-25.458331,out
-49.829143,-25.61983,AF
-48.390037,-25.593568,AF
-50.129089,-25.037172,out
-48.8719445,-27.8983333,AF
-51.2122222,-27.7233334,AF
-49.5905555,-26.6402777,AF
-47.714531,-24.187247,AF
-49.375176,-25.423409,AF
-50.34077,-28.02098,AF
-49.811111,-25.374639,out
-51.04391,-25.471479,AF
-51.157839,-26.482259,AF
-51.815028,-29.600087,out
-49.833333,-25.300833,AF
-48.918672,-25.439322,AF
-49.118361,-24.311533,AF
-50.282361,-25.287974,AF
-44.666667,-22.066667,AF
-44.813611,-23.139722,AF
-45.264444,-23.439167,AF
-40.531545,-19.969888,AF
-41.843247,-20.419667,AF
-46.445117,-20.929116,AF
-46.458592,-21.805578,AF
-45.927027,-21.381975,AF
-43.678611,-18.751111,out
-44.881944,-21.274722,AF
-41.399999,-20.3,AF
-44.605825,-22.869713,AF
-46.637861,-23.417031,AF
-46.325406,-23.585001,AF
-47.201695,-23.942839,AF
-44.199386,-21.936005,AF
-43.879087,-21.645311,AF
-43.40808,-21.647895,AF
-43.366954,-21.79311,AF
-40.868611,-19.169167,AF
-43.850549,-20.237823,AF
-44.216667,-21.333333,AF
-45.266945,-22.526945,AF
-44.616103,-22.345835,AF
-41.1847,-20.6036,AF
-44.164444,-22.903333,AF
-34.874259,-7.82827,out
-41.0875,-20.519444,AF
-41.755278,-20.4925,AF
-40.174552,-19.924642,AF
-40.464093,-19.278933,AF
-42.614861,-21.517389,AF
-46.671789,-22.695449,AF
-42.033356,-20.766768,AF
-45.769265,-21.559268,AF
-42.834167,-22.458056,AF
-44.7126,-22.5246,AF
-49.357,-23.009,AF
-40.4524,-20.293,AF
-43.051517,-21.532852,AF
-45.866667,-23.633333,AF
-46.4097,-23.71,AF
-40.472222,-19.914167,AF
-42.258601,-20.73002,AF
-40.9583,-20.2854,AF
-40.996667,-20.387745,AF
-39.880556,-13.328889,AF
-47.021214,-24.177086,AF
-46.621883,-23.654505,AF
-49.5886111,-26.9119444,AF
-44.107295,-22.137435,AF
-42.689167,-22.267778,AF
-43.912334,-20.005994,AF
-48.8713889,-27.7188889,AF
-43.695842,-21.801519,AF
-49.298889,-28.285278,AF
-47.5844444,-15.1844444,out
-64.12,4.45,out
-61.49055,-13.72277,out
-68.912844,-12.951867,out
-46.836857,-18.111212,out
-41.143056,-12.34,out
-67.41666,6.41666,out
-57.00362,-19.451855,out
-60.729085,-17.77189,out
-60.040379,-12.937051,out
-48.158864,-22.657802,out
-66.937636,2.669895,out
-78.486923,-3.406097,out
-88.346603,16.905385,out
-47.78238,-22.188603,out
-51.851332,-20.064783,out
-64.699902,-9.32963,out
-48.514477,-0.70849,out
-47.903758,-22.29307,out
-49.286086,-8.23704,out
-44.603048,-12.233633,out
-45.226202,-7.575054,out
-39.43779,-7.20475,out
-48.206051,-10.683241,out
-77.2116,-6.048306,out
-64.983196,-9.700136,out
-59.103139,2.84348,out
-61.05844,5.808981,out
-57.506577,1.838266,out
-49.137753,-23.910634,out
-56.147157,1.2479,out
-55.170891,4.943112,out
-39.055138,-7.417338,out
-52.326646,4.736438,out
-66.155728,-12.231806,out
-46.77572,-0.970366,out
-71.845436,8.808251,out
-53.33,4.6,out
-50.183278,-10.923526,out
-49.6397,-20.6203,out
-76.413796,3.733857,out
-44.356856,-18.236474,out
-55.73,-15.43,out
-49.066667,-11.733333,out
-52.265981,-15.910931,out
-42.492852,-8.774322,out
-46.133592,-20.643368,out
-55.433056,-10.885833,out
-48.66,-10.19,out
-46.974598,-18.75575,out
-48.96,-9.18,out
-47.871914,-22.196058,out
-49.082778,-8.807778,out
-47.497222,-10.705833,out
-46.5158333,-10.4147222,out
-36.967778,-8.445278,out
-60.916667,-14.55,out
-40.762427,-11.216089,out
-48.245278,-19.013611,out
-43.493982,-16.883925,out
-51.020265,-1.851133,out
-41.377108,-13.006676,out
-47.942795,-19.735122,out
-41.766667,-13.383333,out
-68.75,6.16666,out
-67.3666667,3.6666667,out
-48.9407,-20.0248,out
-44.016608,-16.435519,out
-41.308,-12.303,out
-38.8125,-4.213611,out
-48.416667,-22.75,out
-80.7147,22.2594,out
-80.1856,21.9919,out
-68.007337,-15.578954,out
-42.188917,-11.58245,out
-40.523333,-11.452222,out
-39.016667,-16.266667,out
-54.530978,-1.493179,out
-42.892195,-16.589533,out
-60.1333,4.98333,out
-47.9166667,-16.8,out
-52.9,4.33,out
-65.71,3.8,out
-49.85311,-15.9333,out
-52.11835,-14.606849,out
-52.566667,-13.2,out
-51.77,-17.32,out
-47.73004,-15.7833,out
-59.871444,-13.185981,out
-53.344444,-13.202778,out
-59.25,2.16,out
-70.623637,19.002008,out
-47.531756,-14.036646,out
-46.62,-5.940003,out
-84.3014,9.90409,out
-53.444522,-17.717116,out
-51.616667,-17.714722,out
-49.080278,-24.073333,out
-60.9791667,5.125,out
-67.38285,-10.081997,out
-47.765836,-1.675947,out
-56.056143,-13.837784,out
-47.433333,-20.216667,out
-45.75,-13,out
-39.118333,-7.459722,out
-47.45192,-20.121554,out
-47.334303,-21.096232,out
-66.7,4.266667,out
-91.15087,16.855101,out
-44.639078,-8.865694,out
-39.5325,-7.216389,out
-47.584564,-21.45576,out
-47.712044,-15.606744,out
-48.423611,-15.674444,out
-46.002778,-15.364722,out
-66.13,5.75,out
-62.855381,6.265457,out
-67.45,5.55,out
-52.2975,-9.744444,out
-61.618062,6.708878,out
-55.097108,-20.735708,out
-63.23333,-17.56666,out
-63.6666667,-17.3833333,out
-56.5666667,-22.8,out
-56.499803,-23.437074,AF
-41.106863,-4.284444,out
-51.811447,3.89474,out
-52.45,4.83,out
-52.5817,-1.5233,out
-48.96188,-16.240105,out
-51.866667,-12.9,out
-47.870803,-15.578919,out
-52.292222,-17.135833,out
-47.589444,-11.074167,out
-53.4116667,-18.1583333,out
-60.73722,-14.52111,out
-52.9925,-18.4011111,out
-78.7386,-5.1606,out
-49.306385,-8.336805,out
-50.525891,-8.961103,out
-54.723732,-20.447302,out
-53.425302,-19.753065,out
-65.2821538,-9.7949164,out
-48.23,-16.03,out
-50.5,-10.5,out
-47.466667,-6.833333,out
-53.96666,-19.5,out
-83.4833,13.925,out
-44.341839,-2.577203,out
-51.443371,0.701031,out
-51.766667,-12.816667,out
-48.737824,-15.76124,out
-60.9883,-1.4822,out
-51.546413,-17.150894,out
-48.093611,-12.586389,out
-47.686389,-13.240556,out
-46.794444,-12.2475,out
-48.500278,-8.956111,out
-48.159444,-10.279722,out
-45.868033,-8.737817,out
-40.265833,-10.242778,out
-46.644167,-8.332778,out
-63.5166667,9.75,out
-47.781206,-21.773063,out
-63.236779,0.2457325,out
-48.9528,-16.3269,out
-52.600798,-0.881233,out
-45.2369,-15.4958,out
-46.75,-13,out
-52.083093,-18.450561,out
-63.366667,0.7,out
-57.671566,-19.208706,out
-49.851653,-6.529972,out
-48.284145,-10.237765,out
-67.78,-16.22,out
-51.995278,-18.439444,out
-56.808076,-14.839872,out
-56.3,-14.17,out
-56.5416984558105,-12.7849998474121,out
-56.466667,-12.816667,out
-56.5,-13.85,out
-55.066667,-15.016667,out
-47.862671,-15.915273,out
-52.573889,-18.428333,out
-82.450044,8.776714,out
-61.239236,7.563322,out
-48.868,-22.651,out
-48.744864,-23.160442,out
-47.42,-7.13,out
-47.665622,-8.433857,out
-47.7,-9.18,out
-48.314398,-19.000677,out
-65.988997,-11.010648,out
-66.4,1.416667,out
-48.023889,-18.655278,out
-75.8619444,5.9802778,out
-43.889665,-19.800495,out
-48.026944,-13.364444,out
-83.333487,14.099408,out
-76.534022,-8.105552,out
-59.774444,-14.635861,out
-59.704139,-14.695111,out
-60.16666,-12.83333,out
-69.778506,4.433985,out
-64.75,3.26667,out
-42.505278,-14.088611,out
-41.6,-13.15,out
-41.333333,-10.333333,out
-41.9,-13.533333,out
-50.061356,-16.031259,out
-55.91975,-1.442652,out
-43.083333,-16.75,out
-48.562778,-6.169444,out
-44.900824,-17.361106,out
-54.967818,-8.825431,out
-41.5,-12.433333,out
-49.292092,-14.198176,out
-56.487881,-2.063975,out
-41.423611,-13.160556,out
-61.2114,5.39944,out
-75.25305,-10.34055,out
-75.10583,-10.44555,out
-62.824417,-8.035028,out
-55.2167,4.88333,out
-79.010493,-4.514965,out
-59.937223,-3.085244,out
-61.133333,1.75,out
-60.86666,-14.26666,out
-53.06667,4.85,out
-53.16666,5,out
-59.1667,2.05,out
-61.333333,3.366667,out
-60.798,-3.045,out
-68.735281,-11.267088,out
-51.773575,1.576048,out
-57.995808,5.364139,out
-60.178431,-3.264106,out
-60.19969,1.122796,out
-71.49692,-13.02753,out
-61.525637,-4.939886,out
-60.029348,-2.601241,out
-73.88302,2.50896,out
-48.433113,-1.442873,out
-60.50916,-2.48361,out
-59.85071,-3.06021,out
-75.55,-10.1,out
-72.02,-3.3,out
-59.733333,-1.983333,out
-56.375193,-4.349866,out
-58.7269878,-2.3065914,out
-78.27388,-3.11361,out
-52.283333,-12.816667,out
-44.391111,-17.6575,out
-47.83425,-15.983285,out
-58.25,5.53333,out
-62.2833,8.46667,out
-47.376974,-21.046849,out
-47.0685,-22.6294,out
-57.65,-19.016667,out
-56.0767,-15.8658,out
-55.094421,-15.899607,out
-45.8816667,-14.7116667,out
-48.283459,-18.526441,out
-44.895367,-20.181414,out
-48.021748,-16.507177,out
-47.340697,-7.374044,out
-51.8103,-16.9567,out
-60.058639,2.48175,out
-59.672396,3.741378,out
-46.708596,-19.842629,out
-44.223413,-17.349995,out
-59.68362,-10.432716,out
-60.58,2.83,out
-47.604525,-16.72087,out
-44.051404,-17.577599,out
-58.8278,1.53056,out
-61.1167,6.71667,out
-38.933056,-4.296944,out
-59.9483,7.69833,out
-59.9625,7.82833,out
-59.65708,5.06622,out
-60.1833,7.43333,out
-48.312662,-1.192803,out
-59.7075,7.37611,out
-53.251667,-13.15,out
-54.4667,2.21667,out
-64.699944,-3.396369,out
-56.065736,-1.180884,out
-59,-6.83333,out
-55.8658,-1.7658,out
-67.272252,0.029737,out
-57.047637,-1.086755,out
-66.101124,-2.52207,out
-55.788711,-5.648425,out
-55.1364,-3.09,out
-59.940904,-2.964358,out
-72.648236,-7.631054,out
-73.3675,-12.7339,out
-60.9881,-1.4108,out
-61.927222,1.098889,out
-61.851,-0.97,out
-60.083333,-2.316667,out
-52.5,3.18333,out
-52.450184,-0.912692,out
-58.66,1.58,out
-54.996748,-2.710765,out
-54.301699,-2.810856,out
-58.7839,1.35611,out
-63.9039,-8.76195,out
-51.62,0.18,out
-76.8935,3.59997,out
-75.8933,1.61333,out
-72.118215,7.587902,out
-76.340592,-0.131031,out
-55.447913,-1.898814,out
-61.741388,0.3225,out
-59.4,3.166667,out
-44.254664,-2.564458,out
-62.545778,1.177111,out
-54.038015,5.463418,out
-68.73694,-12.65638,out
-51.666667,-20.25,out
-48.387402,-19.171123,out
-43.968593,-19.757779,out
-65.45,3.183333,out
-67.85,-16.2,out
-40.2,-10.366667,out
-44.887797,-8.689462,out
-72.4233334,5.2922222,out
-47.933072,-22.035541,out
-47.9966,-16.5963,out
-62.72,6.25,out
-59.9758,5.38472,out
-40.248611,-10.517222,out
-54.9328,-10.0575,out
-67.0411,3.95889,out
-67.41666,5.85,out
-47.116667,-22.183333,out
-55.31,-11.115556,out
-47.966667,-15.516667,out
-43.755556,-18.556389,out
-47.866667,-8.833333,out
-49.811425,-16.03879,out
-63.05213,-7.531411,out
-46.951321,-22.451339,out
-48.285427,-18.875284,out
-45.942222,-14.776389,out
-47.155015,-22.294202,out
-50.215,-16.1269,out
-55.930278,-9.597222,out
-49.56852,-20.593388,out
-51.728187,-12.334282,out
-49.873514,-24.072618,AF
-48.24446,-17.326876,out
-48.213612,-18.86531,out
-59.4833,3.38333,out
-61.333333,3.3,out
-60.79834,3.04509,out
-59.4167,2.83333,out
-73.035785,6.942517,out
-47.753224,-21.108827,out
-45.60028,-11.89304,out
-74.981885,6.020247,out
-61.93072,-11.201529,out
-50.126595,-18.869482,out
-68.158363,-12.6908,out
-46.143722,-14.473387,out
-61.330818,2.997267,out
-72.592998,-12.774655,out
-66.648751,-14.877714,out
-39.440688,-7.285037,out
-49.274171,-1.306256,out
-45.493333,-11.118611,out
-74.710592,3.544352,out
-60.879167,2.9925,out
-48.2,-15.7,out
-59.346409,-14.766173,out
-61.1558676,2.7613911,out
-46.49853,-16.492884,out
-73.635,4.1533333,out
-73.216689,4.233472,out
-49.583056,-0.983056,out
-49.460247,-0.959724,out
-61.41666,3.36666,out
-51.45,-18.91666,out
-49.411031,-16.530977,out
-48.220272,-21.804685,out
-45.883333,-6.616667,out
-60.823392,3.117763,out
-67.61705,5.391656,out
-56.097087,-5.131321,out
-46.25,-19.333333,out
-51.846111,-15.894444,out
-74.38,-10.75,out
-56.24,-10.37,out
-54.466667,-10.416667,out
-59.108482,-11.657553,out
-50,-16.166667,out
-61.05,4.75,out
-59.25,2.5,out
-51.233333,-10.166667,out
-49.5289,-11.7969,out
-48.53333,-17.7,out
-48.205774,-18.951119,out
-48.366667,-14.05,out
-66.67,-14.75,out
-56.021288,-16.703225,out
-60.107017,-4.446031,out
-75.228268,0.72304,out
-68.8493872,-3.4534506,out
-68.7822223,-14.5666667,out
-73.088935,-3.502549,out
-72.66666,-3.33333,out
-49.198611,-14.188056,out
-47.262296,-13.876836,out
-48.4233,-14.6983,out
-48.433056,-14.396667,out
-52.388056,-15.649167,out
-47.549656,-14.904591,out
-47,-14,out
-48.648999,-14.917791,out
-47.466667,-15.65,out
-46.23,-16.4,out
-46.383333,-16.666667,out
-46.5,-14.25,out
-48.088587,-15.688159,out
-47.816667,-15.866667,out
-46.642935,-11.815845,out
-48.464444,-13.925555,out
-50.557312,-13.039644,out
-63,-10.15,out
-53,-1.5,out
-72.896683,-7.604269,out
-60,-2,out
-54.028058,-1.95273,out
-69,-9.33333,out
-64.637222,-9.283056,out
-65.633333,-1.833333,out
-55.118137,-8.53238,out
-60.183333,2.416667,out
-64.123621,-7.463726,out
-55.681944,-10.995556,out
-56.5,-1.75,out
-61.359894,-4.800224,out
-62.649921,-2.255121,out
-60.075429,-1.885961,out
-71.940556,-9.105556,out
-71.14258,-10.06869,out
-47.6753533,-1.3224905,out
-65.0445,-0.752,out
-59.871967,-2.966021,out
-59.443027,-2.809537,out
-55.808943,-1.73033,out
-60,-12.21666,out
-55.75,-12.416667,out
-55.933333,-11.2,out
-54.538069,-13.079075,out
-68.8,-10.85,out
-53.291667,-13.618333,out
-57.674096,-3.386344,out
-61.016667,-12.216667,out
-55.711944,-11.623889,out
-55.048333,-11.873056,out
-60.0803661,-2.9078962,out
-65.66,-8.32,out
-56.716667,-12.366667,out
-56.629629,-13.12809,out
-52.189618,-12.621373,out
-63.21666,-9.08333,out
-60.316667,-2.75,out
-65.6897,-10.9397,out
-66.38,6.57,out
-65.83,-11.08,out
-76.5,-0.8,out
-74.2525,1.0844444,out
-76.363444,-6.534552,out
-92.027274,16.236873,out
-76.50472,7.24694,out
-53.685329,5.368633,out
-88.63,15.7,out
-76.21666,-0.95,out
-72.91666,-3.33333,out
-59.254167,0.737222,out
-64.878472,-9.629485,out
-73.46277,4.06138,out
-72.96666,-3.5,out
-74.90777,6.23666,out
-54.401724,-10.206387,out
-65.216667,2.95,out
-75.023015,8.053775,out
-76.53333,-0.51666,out
-45.788611,-15.363889,out
-45.588505,-9.281022,out
-40.633333,-11.165556,out
-48.266667,-16.333333,out
-41.65,-13.233333,out
-42.583333,-14.233333,out
-47.5913889,-15.5905555,out
-48,-17,out
-46.546005,-20.487518,out
-54.317471,-15.700369,out
-43.006944,-16.912778,out
-47.55,-15.533333,out
-52.75,-18.316667,out
-46.525805,-20.307364,out
-47.7239,-11.4877,out
-53.716667,-16.866667,out
-43.916667,-19.25,out
-47.601571,-7.340931,out
-42.557778,-14.553611,out
